CaseNumber,Sample,D3S1358,D3S1358,D1S1656,D1S1656,D2S441,D2S441,D10S1248,D10S1248,D13S317,D13S317,Penta_E,Penta_E,D16S539,D16S539,D18S51,D18S51,D2S1338,D2S1338,CSF1PO,CSF1PO,Penta_D,Penta_D,TH01,TH01,vWA,vWA,D21S11,D21S11,D7S820,D7S820,D5S818,D5S818,TPOX,TPOX,D8S1179,D8S1179,D12S391,D12S391,D19S433,D19S433,FGA,FGA,D22S1045,D22S1045
Individual,904,12,14,12,18,11,13.3,11,16,12,8,18,15,5,5,15,16,26,26,7,12,2.2,8,5,5,12,11,38,30.2,14,14,11,10,9,13,11,10,21,14,12,13,23,31.2,8,8
Individual,905,19,17,17.3,14,11.3,12,17,13,10,9,5,25,9,9,13,18,15,20,7,8,7,12,6,8,17,15,38,31,14,6,10,9,12,11,9,9,19.1,17,18.2,12.2,30.2,18,10,19
Individual,906,18,16,16.3,15,11.3,12.3,17,15,10,12,19,13,9,5,24,23,22,27,9,10,13,7,6,10,12,12,28,26,9,12,9,10,8,10,17,11,17.3,25,15,10,18.2,23,15,8
Individual,907,14,12,14,16,13,12.3,8,15,12,11,8,25,12,9,20,21,18,23,8,8,11,10,10,6,14,12,39,30.2,8,13,9,12,9,13,17,13,17.1,18,11,14,31.2,17.2,18,14
Individual,908,15.2,16,14,15.3,9,11,11,8,11,11,7,7,14,9,11,16,21,20,10,7,13.4,2.2,9.3,7,14,11,32,33.1,8,9,10,12,9,12,14,17,20,17.1,14,17.2,25,18.2,11,11
Individual,909,15.2,15,17.3,14.3,14.3,11.3,11,18,12,9,5,11,14,13,12,10,17,23,9,8,13,6,10,7,11,11,32.2,33,6,8,15,11,11,10,9,13,18,17,16,15,20,22.2,18,19
Individual,910,14,12,17,15,9,14,15,12,14,9,16,5,14,14,22,24,20,20,13,13,5,14,7,7,17,21,33.2,31.2,14,6,9,10,11,11,10,17,19,18.1,15,13.2,23.2,22.2,12,11
Individual,911,14,16,14.3,15.3,13.3,14.3,15,9,10,10,16,8,5,9,17,12,19,27,14,9,2.2,17,7,10,11,18,27,29.3,8,11,7,7,6,6,13,15,18.3,17,14.2,17.2,22.2,24,18,13
Individual,912,14,13,16.3,15,14.3,13.3,17,12,13,14,5,14,10,12,16,10,18,21,12,13,12,13.4,10,10,21,16,29.3,31,10,9,14,12,9,11,18,10,17.1,25,16.2,13.2,17.2,25.2,11,16
Individual,913,13,16,12,14.3,15,14,13,17,13,12,17,7,12,13,16,15,26,25,12,8,6,15,10,8,18,12,31,28,7,8,15,9,10,8,10,18,17.1,25,14.2,15.2,25.2,17.2,11,14
Individual,914,14,17,15,11,9,10,17,17,13,12,5,15,10,5,15.2,17,16,15,12,10,9,13.4,9,6,11,20,30.2,30,12,9,7,11,6,13,16,12,17.3,21,13,12.2,26,23.2,17,12
Individual,915,18,19,13,11,11.3,10,14,13,11,9,8,20,8,14,23,18,25,24,12,14,15,12,9,5,21,11,38,38,11,8,11,9,9,12,12,15,19.1,19.3,17.2,15.2,27,25.2,13,17
Individual,916,15.2,15,15.3,15.3,9,14,15,13,11,12,12,7,8,10,11,24,22,26,11,9,9,5,9,5,14,17,34,29,13,7,7,9,12,11,10,11,25,18.1,16.2,15,30,17.2,19,14
Individual,917,12,16,15,18,12.3,12.3,18,10,9,14,12,7,8,13,15,21.2,18,21,7,14,12,6,10,9,21,16,37,28,13,9,11,8,7,12,8,14,24,22,12.2,13,25.2,31.2,17,13
Individual,918,12,14,16,16,11.3,14,13,18,8,11,17,17,9,9,15,21.2,19,21,12,7,7,11,6,10,16,11,30.2,35,13,10,13,8,13,7,18,15,19,14,13,15.2,27,19,16,13
Individual,919,17,14,15.3,10,14.3,11.3,18,17,14,9,8,6,8,8,17,21,19,19,9,13,15,17,7,7,21,13,35,38,9,6,13,12,10,13,12,13,18,17,17.2,14.2,23.2,18.2,16,19
Individual,920,16,18,17,19.3,10,11,16,16,10,13,18,5,12,9,23,11,20,15,7,12,14,10,5,10,21,19,29,38,11,7,11,15,12,7,12,18,17.3,15,15,17.2,23.2,22.2,11,17
Individual,921,13,16,13,18,14.3,15,18,15,12,13,10,12,9,13,18,12,18,21,11,8,2.2,13.4,8,9.3,19,11,33.2,31.2,13,11,9,10,7,11,11,13,23,17.1,16,12,22.3,28,8,17
Individual,922,12,15,14.3,10,12,15,16,13,14,8,5,18,12,13,12,13.2,22,22,8,12,5,5,10,5,19,17,28,32,11,12,8,11,9,13,17,9,19,16,12,10,25.2,18.2,17,19
Individual,923,15,12,12,18,11.3,14.3,15,10,9,8,16,20,8,14,13,20,24,24,9,12,10,15,8,7,14,20,31.2,33.1,7,9,10,9,11,7,9,15,14,19.1,14,17.2,27,23,15,18
Individual,924,17,15,14,17.3,13.3,11.3,18,8,8,11,7,9,8,5,12,18,25,15,10,10,14,6,10,9.3,13,18,26,34,9,9,14,7,12,9,11,17,22,25,12,12,21,22.3,8,13
Individual,925,15.2,16,11,15.3,12.3,12,16,15,13,8,12,17,13,8,19,13,18,15,8,11,12,6,10,6,14,12,38,39,8,7,12,13,12,8,8,11,15,21,17.2,12,30,22,17,17
Individual,926,17,13,17,17,13,15,11,14,14,11,25,17,5,8,19,23,24,17,10,14,9,17,10,8,20,16,32,33.1,9,6,10,10,11,9,16,11,17.1,17,11,12.2,19,23,11,12
Individual,927,14,18,15.3,15.3,14.3,9,13,12,9,14,7,10,10,12,17,13.2,15,20,12,10,6,10,10,5,18,11,33.1,33,7,11,7,14,7,6,9,10,21,19.1,13,13,25.2,23,17,17
Individual,928,14,19,11,19.3,13,12.3,18,11,14,12,25,13,8,12,20,10,16,21,12,13,17,8,9,9,12,21,31,36,6,9,15,7,10,12,13,13,18.3,24,12.2,15.2,17.2,22.3,12,15
Individual,929,18,19,12,13,14,11,11,13,12,8,25,18,10,5,13,21.2,21,20,14,13,10,17,10,5,20,17,31.2,30.2,10,6,8,12,9,7,8,11,18.1,15,14,15,21,18.2,14,12
Individual,930,15,12,17,13,12.3,10,11,16,13,8,15,13,14,8,21,21.2,24,27,8,11,13.4,14,5,5,21,16,33.1,33.1,9,14,15,15,9,6,14,13,21,15,14.2,17.2,18,18,10,18
Individual,931,12,15,13,16,12.3,14,8,11,14,10,17,6,10,9,14,21,16,25,10,10,13.4,10,9.3,8,18,21,26,33.2,7,8,7,14,7,8,10,9,18,17.1,13,16,16.2,30,19,8
Individual,932,13,14,15.3,15.3,15,14.3,15,9,13,11,18,19,13,8,16,22,25,18,8,10,9,8,10,7,12,15,27,36,9,14,9,13,9,9,17,8,19,17.1,15.2,13,23.2,21,16,10
Individual,933,16,17,17.3,11,13.3,14.3,11,8,13,14,12,15,12,13,21,13.2,23,16,9,10,15,6,5,9.3,21,19,37,39,12,7,8,12,11,6,12,17,25,20,18.2,14.2,26,29,12,13
Individual,934,12,12,17.3,12,11.3,14,16,14,9,14,15,12,5,13,21.2,21.2,16,22,9,11,6,5,7,8,11,12,34,38,13,12,7,15,9,7,8,11,14,15,18.2,11,23.2,23.2,16,13
Individual,935,15.2,18,18.3,16.3,11,11,18,18,11,12,15,12,10,5,9,12,26,24,10,10,3.2,12,5,10,12,11,31.2,36,10,13,13,8,7,10,18,8,15,17.1,15.2,10,21,22.3,19,14
Individual,936,19,13,17,19.3,13.3,12,18,15,11,13,17,18,10,12,20,22,27,19,10,12,11,6,6,5,14,12,29,37,6,12,8,9,13,12,10,8,17.1,18.3,11,15.2,28,18.2,12,17
Individual,937,16,19,11,17.3,11.3,14.3,16,10,9,9,16,16,9,9,24,11,21,17,13,13,2.2,3.2,8,5,18,16,30,29,14,12,14,8,8,12,13,11,20.1,18.1,11,13.2,30,23,17,17
Individual,938,12,16,16,12,10,13,14,13,14,10,13,8,13,8,15,9,19,25,7,7,13,17,5,5,13,14,33,33.1,11,10,13,7,9,7,13,16,20.1,23,18.2,16,18,19.2,19,8
Individual,939,17,14,14,12,14.3,11.3,11,17,10,13,8,10,13,10,19,9,22,21,7,8,17,15,5,9.3,15,16,27,35,7,14,12,11,9,11,12,9,25,20.1,14.2,12,19,19.2,11,17
Individual,940,12,14,10,17,13.3,14.3,14,10,14,13,10,11,9,5,19,22,24,22,11,14,6,6,6,5,12,19,29.3,33.2,11,14,11,11,12,9,11,16,17,24,17.2,16,22,22,18,12
Individual,941,13,17,17,13,12.3,13.3,9,16,8,14,7,6,9,8,23,17,15,25,14,10,15,12,10,9,18,18,33.1,27,9,9,15,12,7,9,8,17,23,18.1,13,17.2,26,18,10,10
Individual,942,12,14,14.3,11,12,11,16,13,9,10,19,6,8,13,24,24,16,22,9,11,6,2.2,10,6,17,11,36,28,10,10,13,9,8,12,11,18,15,20,10,14.2,23.2,22.2,17,14
Individual,943,19,15.2,15.3,15,11,12.3,8,14,11,9,13,6,10,12,14,15,25,17,12,9,7,2.2,6,6,14,13,26,31,13,9,12,10,10,7,16,17,19.1,18.3,14,15,19,30,11,10
Individual,944,15,14,18,14.3,14.3,14.3,14,13,10,9,5,18,8,14,24,17,15,26,10,11,10,12,7,5,15,13,31.2,30.2,10,9,8,8,7,6,13,15,18.3,18.3,14.2,14,22,31.2,14,11
Individual,945,19,15,12,15.3,12,13.3,13,16,14,10,25,8,13,13,21.2,17,20,21,7,12,15,17,8,6,19,16,29,31.2,6,6,9,10,10,13,15,8,20,19.1,18.2,10,16.2,17.2,12,12
Individual,946,15.2,13,16.3,15.3,11.3,13.3,17,17,9,8,19,10,13,12,12,21,21,21,11,8,17,15,8,8,17,19,35,32.2,13,9,14,7,7,12,13,17,16,15,15,15,25.2,19.2,19,13
Individual,947,12,19,12,18,13,12.3,14,12,13,9,8,10,13,5,20,16,21,27,14,8,13,15,8,9,17,11,29,27,8,7,14,11,13,12,12,18,15,18.3,14,13.2,22.3,30,15,14
Individual,948,19,14,15,18,11,12,8,18,8,10,14,25,13,10,18,14,15,27,13,14,5,12,8,9,21,14,26,38,13,6,10,9,10,13,8,16,25,19,12,12.2,27,17.2,17,19
Individual,949,18,15,15.3,10,13.3,14.3,18,15,8,11,17,6,13,13,10,21,26,27,8,10,17,11,6,7,12,13,31,28,9,9,15,12,9,10,13,8,18.1,18.1,11,16.2,30.2,28,18,8
Individual,950,15,15,12,10,14,12,12,11,9,14,7,19,13,10,11,13,17,22,7,13,17,12,6,7,17,15,29.3,32.2,9,9,14,12,9,7,18,13,19.1,19.1,14.2,12,19,23,18,17
Individual,951,17,15,18,13,15,12,10,10,14,11,8,10,14,10,13.2,21,16,27,13,9,13,7,8,6,15,19,31.2,33.2,8,7,8,14,12,12,12,10,25,18.1,18.2,16,22,18,19,14
Individual,952,14,12,13,15,11.3,13.3,13,13,11,8,15,12,14,13,21,18,15,21,8,12,13,8,9,9,13,21,36,27,10,6,13,12,9,13,15,15,17,20,16.2,17.2,31.2,19,12,17
Individual,953,15,14,18.3,17,12.3,14.3,11,11,14,9,13,7,8,14,13,19,21,21,10,10,17,3.2,6,6,15,12,31,34,9,11,10,13,13,12,8,17,15,16,11,15.2,30,25.2,10,17
Individual,954,15,15.2,10,14.3,11,9,11,10,14,9,8,11,9,12,9,14,24,18,9,14,8,13.4,9.3,9.3,17,11,35,33.2,13,9,8,7,7,11,14,8,18.1,20.1,18.2,10,18,22.3,18,13
Individual,955,19,16,18.3,14.3,13,11.3,16,8,11,9,15,25,13,10,21.2,18,22,17,11,13,13.4,13,7,7,11,19,36,33.2,8,11,9,11,12,10,10,15,21,19,10,15,24,25,18,16
Individual,956,15.2,15.2,13,14.3,9,10,17,16,14,13,14,9,8,5,24,13,20,25,14,8,8,11,6,9,13,11,33.1,32,10,14,13,15,12,10,18,8,18.1,18,18.2,13,23,19,17,14
Individual,957,15,14,19.3,15,11.3,12.3,17,10,8,9,13,11,9,14,18,13,23,23,13,8,2.2,7,9.3,9,11,14,36,33.1,9,13,7,13,13,10,8,12,25,25,12,10,25.2,30.2,8,14
Individual,958,15.2,12,14.3,14.3,11,10,13,15,11,9,12,16,5,9,23,21.2,25,15,9,13,12,6,9,6,16,13,33.1,28,7,7,7,15,11,13,17,16,17.3,24,11,16.2,23,22.2,8,14
Individual,959,15.2,16,10,17,11,12,9,16,9,9,7,15,5,5,21.2,12,17,17,11,10,11,13,10,8,15,14,36,30,14,8,14,11,6,7,8,17,14,15,13,14.2,31.2,31.2,19,18
Individual,960,13,19,14,17.3,12,11,14,15,12,13,5,12,13,12,11,21.2,27,26,13,11,7,3.2,9.3,8,12,20,26,30.2,6,14,8,14,9,6,9,8,18.3,25,14.2,18.2,28,25,14,16
Individual,961,14,15,17,18.3,11,11,11,18,8,11,9,14,14,13,22,22,16,24,14,11,5,13.4,7,10,13,20,34,29,8,12,8,11,7,8,17,17,24,23,17.2,18.2,30.2,30,14,8
Individual,962,12,15.2,16,17.3,14.3,15,15,13,11,11,19,8,13,14,13,12,18,24,11,11,13.4,11,7,9.3,18,21,29.3,31,6,12,9,10,7,9,13,9,18.1,17,10,13,24,17.2,12,14
Individual,963,19,15,13,14,14,14,8,18,9,12,20,20,10,10,15.2,14,27,24,13,7,8,17,9.3,6,13,18,39,39,13,7,7,8,11,7,15,13,14,17.3,12.2,14.2,16.2,25,13,19
Individual,964,14,17,13,10,13.3,9,9,10,13,8,10,15,8,5,23,12,27,15,10,8,8,14,9,9,21,20,29,27,14,8,8,15,9,9,9,11,17.1,18.3,16,16,23.2,24,11,14
Individual,965,16,15,15,18.3,12.3,12,17,11,8,9,15,8,10,12,18,13,16,23,8,8,11,14,6,5,13,15,30,36,12,14,9,10,8,7,12,14,21,20,16,15,22,19,19,19
Individual,966,14,17,10,13,13,12.3,9,17,8,14,12,16,14,5,24,11,23,22,9,11,12,8,8,9,16,15,39,27,7,11,11,7,9,6,11,16,19.3,21,13,16.2,19,29,15,8
Individual,967,14,15,18.3,15.3,13.3,11,10,12,14,10,18,19,5,9,15,21,18,25,12,13,13.4,13,7,9.3,18,17,27,37,11,9,14,8,13,10,18,12,15,25,17.2,14.2,17.2,24,16,14
Individual,968,13,17,17,18,12,12,15,18,14,11,12,14,12,8,23,18,19,26,13,14,14,12,9.3,5,17,19,38,33.2,9,7,14,11,6,13,10,13,16,14,14,10,22,31.2,13,17
Individual,969,18,12,10,13,11.3,11.3,8,17,11,9,18,20,5,9,13,18,16,18,8,8,3.2,17,7,9.3,12,15,30,33.2,8,13,11,7,6,6,18,13,25,24,12.2,17.2,22.2,29,13,8
Individual,970,16,19,18.3,18,14,10,9,10,14,14,20,25,8,12,21.2,15,27,17,11,12,6,11,10,7,18,13,35,33.2,7,12,12,12,11,12,8,13,14,17.1,12,16,26,23.2,16,13
Individual,971,17,14,11,16,12,13,12,9,10,8,7,20,12,5,21,13.2,20,19,12,8,6,14,8,9,12,15,33,34,7,13,11,9,9,10,9,12,23,24,14,15,23,19,12,15
Individual,972,15.2,16,16,16,12,11,17,8,14,8,9,19,13,10,11,17,18,23,10,14,13,6,9,8,16,17,39,26,14,7,12,10,11,11,14,11,17.1,17,12.2,11,18,17.2,19,19
Individual,973,17,15.2,17,15,13.3,9,14,9,10,8,19,19,9,8,13,14,27,23,10,14,13.4,10,5,6,21,13,39,32.2,12,6,11,9,8,13,12,9,23,16,15.2,13.2,29,22.2,14,16
Individual,974,15,14,15,14.3,12,11,8,16,10,11,9,5,9,8,19,21,25,19,7,10,14,9,10,6,14,15,34,36,14,13,9,10,9,8,10,15,25,17,12,15,22,22.2,8,18
Individual,975,13,15,11,15.3,14.3,14.3,11,9,14,12,14,12,13,13,12,13,24,15,11,11,11,13,6,7,15,12,36,26,14,6,12,10,13,10,15,9,17,16,13.2,13.2,26,30.2,14,12
Individual,976,17,15,14.3,19.3,11,13.3,12,14,8,8,7,16,8,10,9,18,27,19,13,12,3.2,10,9,7,20,20,39,33,8,10,14,12,13,10,10,18,25,18.3,15.2,16,23.2,25,12,11
Individual,977,14,15,15,16,14,14,14,11,9,9,20,13,14,14,24,10,19,23,7,13,2.2,14,8,10,21,19,33,26,7,7,10,15,13,6,9,9,18.1,18.1,10,14,22.2,21,14,18
Individual,978,14,18,13,13,12,12,11,12,13,8,16,18,14,9,10,21.2,27,24,11,12,11,9,8,8,11,12,27,39,11,6,11,7,12,11,8,10,17,18.1,10,12,22,17.2,10,15
Individual,979,18,16,15.3,14,13,12.3,15,9,12,9,12,25,13,13,15,9,15,17,7,14,15,14,9.3,6,12,17,34,26,11,6,13,7,11,9,9,16,20.1,20.1,15.2,16.2,29,19,8,8
Individual,980,12,15.2,16.3,16,13,13,15,16,12,12,15,9,5,9,11,21.2,26,16,7,13,10,2.2,6,9,13,13,36,35,8,12,14,8,10,11,8,12,21,24,14,13,26,17.2,18,8
Individual,981,16,15.2,18.3,15,9,15,14,11,9,12,19,17,8,12,21,13.2,20,24,11,13,11,3.2,5,5,21,18,27,29,9,8,9,14,9,11,16,18,15,25,13,14,26,21,15,8
Individual,982,17,17,15.3,10,9,14,15,14,9,9,10,9,8,8,14,11,27,25,8,7,12,15,9.3,9,16,14,33,29,13,10,9,14,9,9,15,14,19.1,24,18.2,12,31.2,24,16,10
Individual,983,16,18,15,15,10,15,9,16,9,8,25,16,5,14,15.2,10,20,22,14,9,15,15,10,8,11,18,31,32.2,10,9,12,12,11,6,16,11,19.3,19.1,14,16.2,29,22.2,15,17
Individual,984,18,16,18.3,11,12,12,10,9,9,8,8,13,12,10,13,20,18,24,12,10,17,15,9.3,5,18,12,29,26,10,9,11,7,13,7,13,10,17,19.1,15.2,18.2,16.2,26,10,16
Individual,985,12,15.2,18.3,17.3,11.3,13.3,11,8,9,8,18,6,10,13,20,12,22,16,13,12,2.2,13.4,9.3,9.3,14,18,34,39,8,11,15,12,10,10,13,11,21,19,15,14,28,22.3,10,11
Individual,986,15,16,10,12,12.3,11,12,16,9,13,20,10,8,12,10,12,16,21,7,7,10,15,6,9,21,17,30,26,11,14,8,12,12,13,8,9,16,17,12.2,14,25.2,19.2,14,11
Individual,987,16,18,16,18,13,11,12,13,9,13,16,18,13,13,18,14,21,25,10,11,7,11,9,8,18,20,39,26,8,7,10,13,12,7,10,9,19.1,17.3,14,13,23.2,31.2,17,10
Individual,988,15,15,18.3,18.3,11,12,11,9,9,13,18,13,9,14,13.2,9,23,19,9,7,9,9,7,10,12,17,29.3,30.2,8,7,7,12,8,11,17,14,21,18.3,13.2,15.2,23.2,27,10,14
Individual,989,17,13,19.3,18.3,12,13.3,9,8,10,9,12,18,10,9,15.2,13.2,15,25,13,12,5,17,9.3,9.3,12,11,32.2,34,12,8,11,7,8,6,9,9,14,14,12,17.2,30,27,11,13
Individual,990,15,12,15.3,19.3,14.3,14.3,18,16,11,9,5,12,12,8,24,13.2,21,20,8,12,8,15,5,9,20,21,30,38,13,12,10,12,7,13,12,12,19.1,19,12,11,31.2,25.2,13,17
Individual,991,16,16,10,10,11.3,14.3,17,13,12,10,13,19,9,9,20,21,16,24,13,10,2.2,8,5,9,21,21,32,36,10,7,11,9,7,12,17,15,16,18.1,12.2,10,22.3,28,12,19
Individual,992,15.2,18,12,16,11,14,8,13,13,10,12,19,9,14,15.2,11,22,21,11,11,6,7,8,7,15,20,36,33,7,13,11,14,7,6,16,16,22,15,13.2,13,19,26,11,16
Individual,993,14,18,13,19.3,12,14,18,13,13,13,7,15,8,12,14,10,21,17,8,7,2.2,15,5,10,15,20,34,33.2,9,14,14,14,6,9,13,10,25,19.3,13,14.2,30.2,31.2,15,18
Individual,994,18,12,15.3,17,14.3,14,9,10,13,14,8,7,5,13,15,15.2,16,24,9,13,17,10,9.3,8,17,21,27,33.2,6,12,7,8,12,7,11,8,21,20,12,17.2,26,23,14,14
Individual,995,13,15.2,18.3,15,12,11,13,10,8,14,10,5,5,13,15,13,20,19,8,13,2.2,2.2,9,6,15,19,33.2,29.3,7,8,10,8,7,8,14,10,25,15,11,16,19.2,30.2,18,10
Individual,996,15,15,15,15.3,14.3,13,18,17,13,13,11,6,10,14,15.2,15,18,15,10,7,9,13.4,7,6,11,15,33,38,6,8,9,12,6,9,11,9,19.3,16,14,18.2,16.2,22.3,14,14
Individual,997,19,16,14.3,17.3,12.3,12.3,18,8,9,13,14,15,14,8,12,17,22,23,12,12,11,2.2,6,8,17,15,30.2,29.3,7,7,13,15,8,11,18,18,18,25,15,14.2,21,19,19,18
Individual,998,12,15.2,13,12,11.3,10,16,17,10,13,13,16,9,8,9,15,18,16,7,8,15,14,7,9.3,17,21,27,26,14,6,12,10,7,6,13,8,20.1,20,11,14,22.2,24,11,15
Individual,999,13,14,17.3,10,15,13.3,17,15,10,12,14,16,12,9,13.2,20,18,25,11,9,13,7,7,9,20,17,27,39,11,13,8,13,6,12,10,8,20.1,19.1,14.2,12.2,30.2,27,16,19
Individual,1000,13,16,14.3,17.3,12.3,11,14,15,10,11,16,13,9,5,11,11,22,25,9,11,13.4,12,7,10,14,16,30.2,33.1,6,11,7,13,6,13,13,11,18.3,17.1,11,12,31.2,23.2,18,17
